GROUP_ID,GROUP_NAME,GROUP_LINK,TAG_LIST
69d315e4e7224906993d470fdd418153,NEUE TANZ ,,"真人同人RPS-日本樂團YMO真人同人（篇幅太多無法一一列舉）,原創-短篇小說或詩歌（篇幅太多無法一一列舉）"
930150a7e593460c9597d19183269b99,鶄木工作室 ,,"BanG Dream,肌肉魔法使,寶可夢"
1d85a479b3cb4fea99ecbb753d7bb517,離月 ,,灌籃高手（三良＋良三、流花）
5f497d6201c144eaa804431dffeb5c49,拿3萬的錢，做6萬的事 ,,"黃金神威,灌籃高手,排球少年"
51ddee506a73442ab136eabea0308e1f,哇呀燈塔塔 ,,"去唱卡拉OK吧！,灌籃高手,孤獨搖滾"
83b2e52bb5524c03b81e7649d042ea0a,煞氣ㄟ宇宙卍會 ,,"去唱卡拉OK吧,東京卍復仇者,幼稚園WARS"
3cb92180253c4222abf95175344e550d,那個真的很那個 ,,"魔法少女,hp,去唱卡拉OK吧"
65acd9cda4a44ec583912cb111a6a5a0,軟綿綿方塊 ,,"獵人,大逆轉裁判,灌籃高手"
2e8b0c2bf8464b739d0f5a3b4bb9e8f9,太空垃圾 ,,"APEX Legends,Almost Human,Monster Hunter"
d7e6dbcaf68c471e975bf7ce5a05c72f,經典蕨類 ,,"去唱卡拉ok吧 和山やま老師相關作品二創,樂團二創,忍者亂太郎"
9348fdd2115b49a4928e59295b5d2bd4,Purr  &  Hiss ,,"去唱卡拉OK吧!,灌籃高手,哈利波特"
eab629ca92114ab1a071e06b41b32dd4,山王勇氣爆發去唱卡拉ok ,,"灌籃高手,勇氣爆發,去唱卡拉OK吧!"
f8fb5568d5cb4ca1a0c02d7376fcf2fb,黑嚕嚕的六華貓 ,,"排球少年,全知讀者視角,異形舞台"
3bbf8b6b275743829134b7bde57e41c5,P&W研究室 ,,"排球少年,進擊的巨人"
b06ab37ed88d43f3b683bb104c68c28f,SZKOBO袖子工作坊 ,,"進擊的巨人,迷宮飯"
a6fba77973c0428395a98ca088a73b1f,地鳴受災戶互助會 ,,進擊的巨人
7f9f2d2d0e3740f4b50c474876404ea4,WEII ,,"灌籃高手,進擊的巨人,亂馬1/2"
9e40e33b21e64211b56d9525e585694b,情況變成男以理解 ,,"排球少年,新世界狂歡"
68781410e14f4771a92377064031c143,迢迢路條條 ,,"排球少年,灌籃高手,葬送的芙莉蓮"
e525344545d8417898c511b55ab937b9,Enzo與室友 ,,"排球少年,獵人,戀與深空"
ef175cfee2a24caa8e15b3d881a27d82,油油山脈 ,,"排球少年,怪獸8號,防彈少年團BTS"
4caf81875cd6417cb3940174e53e5ee3,保鳴愛愛 ,,"怪獸8號,普羅米亞"
c46ee187588f4fe19303d3e97626123b,回憶中的金平糖 ,,"膽大黨,間諜家家酒,咒術迴戰"
61f0ca9f6a0c406e8ff43cda4db6c1a0,Atelier Kyrie ,,"86不存在的戰區,MyGO!!!!!,Ave Mujica"
6273c71d34ae43848d393fcc968ea6b5,發芽的沙發馬鈴薯 ,,"二創—寶石之國,原創—筱愛方玥系列,二創—電鋸人"
ac0fa980586d4cc8869cb3b0fe196831,火貓堡 ,,"迷宮飯,鬼才之道,BanG Dream"
0259aa6418504402ac0b9b02e863fed6,Pitaya!治癒你 ,,"海賊王,患上不出道就會死的病,失憶投捕"
96b52267db194e9cad9959b538dd7273,跟著鐵球跑 ,,"地 關於地球的運動,航海王,jojo"
b3b6a290872f4ebb96f099c9bf4f9429,kikokako ,,"航海王OnePiece,迷宮飯"
f84f0bf6efe04995b888d9ca64347739,Rio.ouo哩喔 ,,"原創-櫻桃萊姆果醬,原創-台灣動物跑跑"
64bb9ea724d1429e9c47e8a47a3f0947,上條隼 ,,"LOKI,新世界狂歡,鬼太郎"
ebfdce60af5342349bc1406d21a4b611,肝硬化企業-通通爆肝部門 ,,"彩虹社en,鬼太郎"
ed97aa1b25c548e88d3aa4f11821c815,肝硬化企業-熬夜榨肝部門 ,,"新世界狂歡,彩虹社en"
c66f08b254d4400b86b1e496c3df0bcd,肝硬化企業-小心肝印畫部門(魚蟲在亂畫) ,,"新石紀 千幻,世界計畫,原神"
04452b3d8df848c8a21661cb7e1ba05c,紫色狐狸山 ,,"新世界狂歡,原創-紫色狐狸"
401daf8157d145e1881e5ef9d66da1f2,非常用緊急避難所 ,,"原創-大家做實驗,原創-阿宅的日常 人造人篇,原創-三千煩惱絲"
9d6177c8f4604825a41daa734c184f5e,今晚宵夜吃什麼 ,,刀劍亂舞
f9fdef210512492d92156c0ef531d77a,攤位寬158cm ,,"境界觸發者,精靈寶可夢,地。-關於地球的運動-"
28e25470c72a428fa8ecb7167651e4d4,因為存在 ,,"咒術迴戰,境界觸發者,刀劍亂舞"
2e0b02ef91dc454abdb0d32d3607938b,死小孩遊樂園 ,,"藍色監獄,王牌投手振臂高揮,槍神"
c5bc4d8197704440936f21da29b512f3,什麼事務所 ,,"鬼太郎誕生,星際大戰,Adventure Time"
67deeff7bb044954b818f800b286f5e1,輕度汚染 ,,"鬼太郎誕生：咯咯咯之謎,魔法使的約定,個人勢、Nijisanji Vtuber"
b30cc30a359240568861edb9d7cb8c23,Anemone ,,"吸血鬼馬上死,咯咯咯的鬼太郎"
1dae18dd61c641e89f455377d4477002,零界點 ,,"瓦尼塔斯的手札,布袋戲"
95c6d87066584f818aba49dd97cb695f,吐血喵小P ,,"黑執事,東京復仇者,莉可麗絲"
52a0ede7cd4e40c9b2e2fb7a1eed1e35,六年丙班棄療洞 ,,"鬼太郎誕生之謎,灌籃高手,怪物與他們的產地系列"
bafd664ff6ae4ec0805a7c1d98f44cbe,說這些 ,,Helluva Boss& Hazbin Hotel/ Nijisanji EN/ 戀與深空
5e01d75bad064e7496c22568c4ca7e41,種菜俱樂部 ,,"ゲ謎/ 鬼太郎,ツイステ twst,彩虹社 nijisanji JP"
8b4cbf3ab2bc44ecac7345aafedf69fd,大眾澡堂 ,,"排球少年,庫洛魔法使,葬送的芙莉蓮"
5721b735b7b648c68807ca0ff1a2e53a,Candy Box ,,"プロセカ,IDOLiSH7 偶像星願,瓦尼塔斯的手札"
2d54b91c6f244cb68c6f613fc9786540,7/9月台 ,,"IDOLiSH7-偶像星願,魔法使的約定"
803f63a6a41b44a3af5ab12b7a9c18a3,晚安丁豆子 ,,"寶可夢,薩爾達,原創-丁豆插畫"
e5ba5262badb4ab786ea348ebeda92e8,透明雞翅膀 ,,"精靈寶可夢,原創-原創畫冊,幽靈偵探"
2ad5d64eb85f4d49ab325594cda59d97,廢人線 ,,精靈寶可夢
569be5b7d8974f62a40571ab087eabff,ChubbyDeer胖鹿鹿 ,,"原創-胖鹿鹿,寶可夢,斯普拉遁"
9824e2c69b544c4880749e9b3b1b6cb7,一隻懶惰蟲 ,,"寶可夢,迷宮飯,卡比之星"
324807c06e44422e94f0c088f7e3f8d8,Ya喵子的貓窩 ,,寶可夢
5f31e3d2d0164b9a835ad033d6c6c49b,木木梟保育協會 ,,"木木梟cos伊布家族系列造型胸章,薩卡班甲魚吊飾,木木梟造型貼紙"
44afa239143b49d4a686b473c6a8f6bd,幽靈系TUT ,,"寶可夢,獵人,奧術"
baf509a6317d422ab260f2fccf64d407,卡比領養中心 ,,"星之卡比,驅魔少年,路人超能100"
d1cfeef281f647c692812b79703d4ffc,今晚吃韓式炸雞 ,,星之卡比
28d83e025227477e8346d6a54fdfbf46,CHIU BAR 啾吧 ,,"鸚鵡壓克力牌,鸚鵡筆袋,鸚鵡帆布袋"
2e80757e3eaf441ca7ed09d7adce4e9b,梅刺插畫設計工作室 ,,原創-貓咪插畫
8ce7e8a82efd47c69a08ff4d83513ef8,刀男今天也在收保護費 ,,刀劍亂舞
12667540cc8b4978a92cc886bfc31127,槙木製作所 ,,"刀劍亂舞,排球少年"
d14c646420b741aa873e80170873470f,taimini棉花娃衣 ,,手作棉花娃衣
5bd9ae25429a4f348f331158739e47ed,貓晏的小舖 ,,"棉花娃娃衣,指娃娃衣"
804cea6a42094a99933705dbec5e40c9,娃的試衣間 ,,各類娃衣、娃帽及娃用商品
d2b54876d06049d39337911b40db7b5a,迷路工作室 ,,彩虹社娃衣
eb19c336ff3f41178986525b018ca708,Reihana ,,"原創-拼接小碎花洋裝,原創-夏日套裝,原創-針織毛衣"
6eb8514ed4c74887ae042c7c3065afba,江戶招財貓 ,,"娃用飾品,娃用包包"
625c2fddfe0547eea2a28087624a43bb,蜂蜜奶油 ,,"原創-12分娃衣,原創-娃娃配件"
380c4b7f2c1446c0b03785e4c7d469c8,芊妮特Chienyt ,,"娃用漁夫帽,娃用側背包,娃用斗篷"
b0b9c84acb23450fa044540f341bcce8,鴉之工坊Karasu's Workshop ,,"原創-娃用小物,原創-手作布偶,原創-甜甜圈飲料提袋"
df5c8505520a4fc19fabe7c73d14a8b5,社長藍白拖  痛包製作 ,,"原創痛包各尺寸,原創娃包各尺寸,原創徽章套各尺寸"
82b48018ee6e42b5aafa36dbfd9de31b,午夜星辰 ,,"奶油膠卡套,玩偶沙發,吧唧拖"
c9e26ec6546e41809ce3304b4675865d,月桂樹之森Laurel  forest  design ,,"戀與深空,迪士尼公主系列,哈利波特"
c5220dcd8d0147659d62b0e1d0d98536,夜未央手作坊 ,,"戀與深空,光與夜之戀,原創飾品"
45c2e4944ea548f98108858e8fd2a415,Monda萌萌萌噠 ,,"戀與深空,光與夜之戀,Luxiem"
ef0cdb5955df4ea9a892e56eb9d6ee2f,雨澤屋魔法飾物所 ,,"哈利波特,原創-藤花,原創-金魚"
4f704bc48d274522b99294002d23b5fd,映緣華手作布花工坊 ,,"原創手作-元素系布花別針,原創手作-和風生肖雛偶系列,二創手作-原神、星穹同人飾品"
d83557fe9202430d82dcfdd32091f8b0,老雁小坊 ,,"娃用服飾,手作飾品"
3415e2d5929c4094b5086dc471005b39,莫雨飄楓 ,,"戀與深空,彩虹社,灌籃高手"
8a7c3028d7714674bfbd21b3b9f49d02,芙子煉的藝想室 ,,"FGO-周邊,原創貓貓狗狗-周邊"
84a3f1eab97445ae8bff2f2e073f3290,水母阿嬤手作 ,,"Nijisanji,手作娃用背包,手作娃用髮飾"
82cb201e09264cb199bf5955f82d953c,滾滾姨媽手作 ,,"娃用斗篷,娃用頭飾,生日配件"
0865e9b250ce40748cbddf45f9a4308d,四季手作 ,,新世界狂歡
616bf635d41342d6b4f9c65efd35b47f,#92b5a9 ,,原創-蒸氣龐克 飾品
8d09fa5f6031459bb723056fc8c1d6c8,深深愛上你 ,,"戀與深空,灌籃高手"
5b48cba67752436db722e15bf9e76826,麻糬溫泉 ,,"獵人,地縛少年花子君,手作(黏土、軟糖體鉤織)"
ff77b36d234647a3bdcf100687cd3f99,咩咩繪夢工坊 ,,"原創  -  卡比咩,原創  -  AMU羊,原創  -  可愛動物園"
8372aae7581b40abb12325c3b30f7715,殘花寒香一杯飲 ,,"原創_手作,Vtuber,陰陽師"
6813e3fdeb884bffb086febde3b0af0f,產地直送 ,,"原創小動物,娃衣製作"
4836ded234034294806b1c24e05910f8,總天然色 ,,"hololive,nijisanji,新世界狂歡"
be4475cb5da74570af383f5f1667fe56,水獺世界 ,,水獺
8d14b20b8bb04e1db61d2f2addb2ae97,蟲Chuulogic ,,"東京喰種寫真書,黑街寫真書,原創寫真書"
9b61f202f50a4f13adf7a85fd896b80a,斉佐佐攝影工作室 ,,"異獸魔都,JOJO"
4c208d46045e47bb98f3ba7b0f768cb9,鳩米花 ,,"原創-鳩米花,排球,快打旋風"
f1d7a6d7bfdc46bba236e225d1574d5c,粉色甜點鋪 ,,"光之美少女,NijisanjiEN"
122ae3811ee041bf88d0f2ecee6d149c,唱K小魚ㄐ ,,"守護甜心,真珠美人魚,魔女的考驗"
e7965704d7d144b0a082235fa986749f,白夢夜空 ,,"排球少年,守護甜心"
2c6576523f55445c935575d4d6d0c50d,布丁杯★ ,,"小魔女Do Re Mi,美少女戰士,哈利波特"
4176f59a3f844d90bc4dfec7aa3c582a,粉紅泡泡小宇宙★ ,,"美少女戰士,庫洛魔法使"
f12c53680fe9405c8c34a6aa717f6ffd,XX畫廊-ARu art ,,"美少女戰士,小魔女doremi,其他魔法少女類"
b65d96ce271e45b0b64f6be2eeda585b,Streamer Fairy Art ,,"美少女戰士,夢幻遊戲"
1f999fdab5ed4a6faefeea3b5e62796d,草地俱樂部 ,,"にじさんじVtuber,原創插圖"
42c9dc997ddf49df849cec5f576a7a9f,sundry* ,,扭曲仙境
64d1732ca73d4b00abfc832efbc92331,Raini瀨泥 ,,"原創-花小熊布偶,原創-小福犬布偶,原創-焦糖米米布偶"
968a8ed62c2b46afb9b0e705b4bcf45b,向隅團 ,,"原創-動物小鎮系列,JOJO的奇妙冒險"
ec6845311a4f49cb9dc71de0e972b652,五穀雜糧 ,,"ツイステ,原創-鉅鳥島,原創短篇漫畫、周邊、插畫"
9e5189bc1a32434f8befae5f8c5df43c,鮮蝦魚板 ,,原創插畫｜孤獨搖滾｜hololive｜
4ac1c0a81cd04556aabc9856f233c7a9,孔姿噗吱 ,,"失憶投捕,排球少年"
1da6a45829474ee9aa09a583ef83aed0,實在可愛 ,,"魔女的考驗,小魔女Doremi,守護甜心"
f77f375db8964a2bbc42e4d7595bcf8f,RAKI illustration ,,"同人-BTS,原創-概念插畫"
71f491ce76f7454e95ae2094047254d5,月刊蜉迴都 ,,"原創-《~𝓟𝓓𝓒~ Standard Terminal Arrival Route》,原創-《Miyafufu's notebook》,原創-藥箱本別冊≪supplement ﾌｧｰﾏｼｰ≫"
def31c7c484346bc98e89ebbcb1a826e,角砂糖kakusugar ,,"原創_日常,原創_空想世界觀"
b7d65f6792d443fd8a66d74a4b1f18bc,彩虹頻道 ,,"原創,HazbinHotel,FFIXV"
15343058155e443a9949d5b600d16a49,解決方案✦酒 ,,Final Fantasy XIV
63816aba799f4c4891dfbb561997b346,夜間眼圈 ,,"原創-Make A Witch,二創-灌籃高手,二創-GACHIAKUTA"
7b70eb55915c4aeb89d9528dae4b4fc9,繪繪森森 ,,"原創-花與夜,AlienStage,葬送的芙莉蓮"
91726a2d55c84945ae54737bf0dff035,魷刃有魚 ,,"庫洛魔法使,斯普拉遁"
d42d460dfd874c22adfac677ab1fba4e,安全渡夏 ,,"原創-徒長草子（多肉zine）,原創-Echeveria女子圖鑑"
57923314807249e79990639893fc9024,Whotone Cat 胡同貓貓 ,,"迷因貓貓貼紙,厭世貓咪明信片,貓咪帆布袋"
ca586b0649464c7fb39946bd729b82fd,龍哥 ,,"原創-歡迎光臨FujiNeko,原創-龍哥活下去,彩虹社ShuYaminoXLucaKaneshiro"
9fbbceab4adc4361826a93b3a16a09bf,Cryptocrystalline ,,"原創-悖論的揚棄(噗浪企劃小說本),原創-立體物手作飾品"
36d7b4c6a25945bbb397c1877dd97292,寢室裡養鳥 ,,"野鳥與寵物鳥,Arcane"
1723aa3ca424483eb1358b3a33c6d18f,不作夢的食夢貘 ,,"原創-野性福爾摩沙圖誌,原創-台灣特有種插畫,二創-NijisanjiEN插畫、鬼太郎插畫"
349fdbe8b2e841e89b53d15fbb9ef322,町町噹噹狗生活 ,,原創作品
287ae5fe047341dc9c016e079b8a2e69,迪諾Dinner ,,"原創-小狐狸亂亂,LOL英雄聯盟"
190d2fc12bb446b5b651e80e83e8dc00,塞納河底看不見星空 ,,"刀劍亂舞,FFXIV,家教KHR"
15014bcef98b46afb00dbaea6a890240,羊毛 ,,Hololive Vtuber獅白牡丹二創周邊
15d81d7cc633467293b8bfba87da98f3,迪亞雜藝舖 ,,"原創-迪亞雜藝舖明信片,原創-迪亞冬季圓角明信片,迪亞貓雙面壓克力吊飾"
524a770e2af04deeb301af5e8e200091,Shawn ,,原創-Shawn
47abe9ebb69a4e8dacda77cff0cae11d,AYS可愛生活伴侶 ,,"原創-厭世麵包,原創-安靜的黑貓"
4aacbd7cb6d146b4a29d6e00c2c07bd4,短腿貓貓與奇異鳥鳥 ,,"短腿貓貓與奇異鳥鳥 原創刺繡漁夫貓,短腿貓貓與奇異鳥鳥 原創壓克力吊飾,短腿貓貓與奇異鳥鳥 原創滑蓋票卡夾"
7d289015046341bf9a7064f334a69832,浮游水母 ,,"明日方舟,全知讀者視角"
adcb4c52dd0342d3932c9c4db9399f6f,八百屋 ,,"原創-小魔女龐淇與鬼鬼們,原創-Food Explorer"
76d028e12a4141cbbd1195e31fd86d99,沉入午夜 ,,"假面騎士GAVV,Last Mile,原創-貼紙周邊"
309591e837dc4bc98558776ddbdc8027,魔法松鼠嘟嘟 ,,"原創-魔法松鼠嘟嘟,FF14"
980d22b310b646a4b96b82b666ce0d63,似個晴天 ,,"動物寵物貓鳥原創週邊,惡趣味墓碑立牌,手作衍生飾品"
1479e59a00044760a302f6ac51fbfbff,舒本裡的小精靈 ,,原創舒本裡的小精靈
edf7639c86954be4a710e854aec5c740,Mini.Mini ,,"普羅米亞壓克力吊飾,原創貓貓周邊,風景明信片"
4367aa8a84f745be855ee74736494f60,Ching’s Doodle ,,"原創-兔吉,原創-鯨吉,寶可夢"
e3b95f89daa6478dbfd6161f16c5c85e,Ice繪坊 ,,"原創-蛇年,原創-肥尾守宮,原創-2024薄畫冊"
352b37e5600e4657b10fef4b1baf1e2e,本土英雄-寶島轟雷 ,,原創-本土英雄-寶島轟雷
7533c1ea38474ef9b529efc11dc6dbbe,AnrsProject ,,"【ANRS】原創全彩設定集【UNKNOWN SHADOW】,【極光漂流 納沃】Art of the Aurora Drifter,【ANRS】原創全彩設定集【SUNRISE VOYAGER】"
07ef68d7566540b8ae78b35f6448498c,玩機人Playrobot ,,"假面騎士,鋼彈,玩機人OC"
39ac4cfd5925467e8d07a8e45378f6c8,冷水青蛙鍋 ,,原創 轉生成異世界小卡車
52b311f328c14b279164178edb622a10,Akineko海豹叔叔 ,,"主打個人原創_海豹叔叔原創作品,二創寶可夢周邊"
9a7e7c9a785d492889d6c56466974be7,木回木 horohoro ,,"原創-木鑲嵌飾品（日系主題、奇幻主題...etc）,原創-木質桌上擺件、拍照佈景、趣味小物,二創-海賊王索香印象周邊"
8a57d54a4de24addaddeb3f5343f2ec0,絨毛點 ,,原創手作飾品
5009c87fd2934ee8806014cf309747c8,奈櫻工坊 ,,"原創-搖擺鸚鵡動畫,原創-跳跳殭屍動畫,原創-打工少女動畫"
ce1e7e4cfd844da986bba4665560903e,一月一日 ,,"原創-獸角頭飾,原創-布作髮飾,原創-飾品配件"
2cb13dc9400c4d928f2c83b86a0bdd0b,羊奶奶 alcohoma ,,"原創角色（羊馬與他的朋友們）的插畫周邊（貼紙、卡片等）,手作/手繪飾品（耳環、別針、刺繡、黏土等）"
c661fea0d1b74b68af6fbaa610fef675,A-Brei Atelier ,,"原創：水晶花銀杏耳掛,原創：水晶花蝶與花耳掛,原創：水晶花蝶與花髮梳"
819f4fc5c4cf4d47bc016b811174c770,花兒絨 ,,"原創-絨花髮簪,原創-日常百匯"
9d3312b6919944acab395f3ce3d1f747,愛做夢的人 ,,"原創-纏花手作髮飾,原創-捕夢網,原創-各式手作飾品"
