BOOTH_ACTIVE_DAY,BOOTH_LIST,GROUP_NAME
1,O31,橘橘大法好人類分部
1,O32,X餐廳
1,O33,Maidenhair
1,O34,阿農Anon
1,"O35,O36",MYAOWL喵喔
1,"O37,O38",不作夢的食夢貘
1,O39,muto!
1,O40,山山來馳
1,"P01,P02",夜行動物館
1,"P03,P04",JELDA
1,P05,期間限定
1,P06,仲華 | 生物插畫
1,P07,BiBiRoM
1,P08,Tobey·又·
1,P09,刺刺工坊
1,P10,西瓜學園
1,P11,冷水青蛙鍋
1,P12,超級同人大戰
1,"P13,P14",名字可以自己取欸
1,"P15,P16",雪之饗(studio e'kis)
1,P17,白範工作室
1,P18,怪獸少女KaijuShoujo
1,"P19,P20",仙界大濕快樂攤
1,"P21,P22",夜貓館咖啡屋
1,"P23,P24",平生純 Hirao Jun
1,P25,CEMACEMAS
1,P26,史前臺北人
1,P27,Liuyingchieh
1,P28,瘋人塔
1,"P29,P30",畜生園
1,P31,記得繳房貸
1,P32,x_x
1,P33,SUB and WU
1,P34,Uniautomata
1,P35,慢來moonlight
1,P36,燈無殖物園
1,P37,發芽的沙發馬鈴薯
1,P38,亡骸之歌
1,P39,Gs.灰階-gs.gray
1,P40,Eli Lin 依萊
1,Q01,KIPEN正港奇片
1,Q02,在線幽靈
1,Q03,一隻羊身上的羊毛
1,Q04,又當寡婦了
1,Q05,非常用緊急避難所
1,Q06,沓沓
1,"Q07,Q08",枯藤Kotem
1,"Q09,Q10",COC_TRPG原創模組/劇本_2be禿筆
1,Q11,龍虎社
1,Q12,海祭 EonsGarden
1,Q13,モエ畫稿同萌
1,Q14,咬一口鯰魚
1,Q15,YO RIN
1,Q16,嶴嶼
1,Q17,漫顏 manga color
1,Q18,sally : deja-vu
1,"Q19,Q20",JULAI小宇宙
1,Q21,ninjin_tabenai
1,Q22,尹先
1,"Q23,Q24",小民日子Dayslikethis
1,Q25,王葳
1,Q26,狐咖啡
1,Q27,安全渡夏
1,Q28,Astudio.o
1,Q29,一隻甲鳥子
1,Q30,かくkaku
1,"Q31,Q32",魔女柒柒
1,"Q33,Q34",跳到兔子都不知道
1,"Q35,Q36",少女心室
1,Q37,漂流中的無
1,Q38,懶惰朽吉 wohenlanduo
1,Q39,月刊蜉迴都
1,Q40,角砂糖kakusugar
1,"R01,R02",灰色和諧
1,R03,fu富
1,R04,鱷魚的蛋蛋
1,R05,旅者的足音
1,R06,腦洞煉製所
1,R07,向隅團
1,R08,夢靈虎居
1,"R09,R10",麻玖叮
1,R11,舒本裡的小精靈
1,R12,AYS可愛生活伴侶
1,"R13,R14",狐狸樹屋
1,"R15,R16",狐日和
1,R17,迷你蛋
1,R18,水獺世界
1,"R19,R20",奇妙動物商店
1,"R21,R22",Birdink
1,R23,寢室裡養鳥
1,R24,新夭brainholesky
1,"R25,R26",超開星
1,R27,金平糖Starcandy_sheep
1,R28,脖狐的脖子
1,R29,一塊阿梨酥
1,R30,HyggeLove
1,R31,劍龍細胞
1,R32,The Berry Pie 貝栗派
1,R33,塗鴉仙人掌
1,R34,蘿蔔兔Too
1,R35,天羽然Deangelo
1,R36,泡芙兔兔的工作室
1,"R37,R38",Aggie 慢慢走
1,"R39,R40",PIN製造所
1,S01,KARAS押形
1,S02,包伯尼幼兒園
1,S03,角角吉
1,S04,夜行飛船
1,"S05,S06",山鐘塔第三防衛機關
1,S07,阿靡緹柚潔
1,S08,TMPB Project
1,S09,勝者早餐大冰紅
1,S10,Majuchime
1,S11,芒果汁加珍珠
1,S12,台灣百合漫畫研究
1,"S13,S14",花開。花烙
1,S15,非黑即白
1,S16,洛洛麵包舖
1,S17,工坊·夏至千里
1,S18,百元肉肉
1,"S19,S20",陽台有好康
1,S21,好米味
1,S22,shioisland
1,"S23,S24",N.D.S.L.
1,S25,美栗
1,S26,馬鈴薯燉肉
1,S27,台北祥初女
1,S28,應許之地
1,S29,瘋貓食堂
1,S30,西宿舍洗衣間
1,S31,INSIDE LAB
1,S32,いろはに甘い節分
1,"S33,S34",依舊笑容紙不住
1,"S35,S36",歐油希歡樂產業
1,"S37,S38",小花
1,S39,玥炭繪館@比名子的山珍海味
1,S40,"No Yuri, No Life."
1,S41,塔邦棒棒
1,S42,烏烏烏大維
1,"S43,S44",壊孤児
1,T01,黑夜與金月
1,T02,大金毛很可愛
1,T03,要樂奈不要已讀我
1,T04,奇魚果大王
1,T05,老P股
1,T06,歐耶歐耶天素羅
1,"T07,T08",紡星社
1,T09,Super ASERI 超級焦躁
1,T10,悶騷的盤子
1,T11,白河夜船
1,T12,有這樣的喜樂蒂你幾點回家？
1,T13,阿里阿巴巴阿千千
1,T14,しろはす
1,T15,飛行熊咪貓商會
1,T16,七色蘑菇燴飯
1,T17,夜触人身
1,T18,陽光女子百合團
1,"T19,T20",青雨アメ
1,"T21,T22",台北人
1,"T23,T24",木子的百合花園
1,"T25,T26",人工降雨
1,T27,香香又色色的
1,T28,烏鴉
1,T29,不安定星系
1,T30,錯落交織 Interweave
1,T31,Kakela＊Hane+孤僻少女
1,T32,魚燒
1,"T33,T34",有百合人生就不是灰的
1,T35,Ray的饗食天堂
1,T36,絕讚發霉中
1,T37,廢柴小R
1,T38,黑黑黑
1,T39,迷途羔羊
1,T40,多多
1,T41,翼之影
1,T42,百合餓狼之盟
1,"T43,T44",你也是舞台少女？
1,U01,激凍冰的紅茶
1,U02,魔法少女ノ魔法焼酒
1,U03,鴨子塗鴉
1,U04,月代雪會後空翻2.0
1,"U05,U06",魔法少女被告席
1,"U07,U08",櫻羽艾瑪會側手翻3.0
1,"U09,U10",犬蜀Ray
1,U11,Socotaku帝大社研宅學組
1,U12,穗茉
1,"U13,U14",在浪影斑駁的夏天出門右轉兩三步
1,U15,狐狸的尾巴
1,U16,貓球砲彈
1,U17,活派 對
1,U18,蜜糖波旁
1,"U19,U20",天下第一邦
1,"U21,U22",日初翱祥-陌千
1,U23,貓專用牛乳
1,U24,腰痛黃瓜
1,"U25,U26",Mo子宅屋
1,U27,玦聚-Jadeverse
1,U28,四季更迭的翻車魚
1,U29,勝利早餐店
1,U30,太呱章了
1,U31,非瑜不能吃
1,U32,鯊魚腳速食
1,"U33,U34",太空水龍頭恐慌
1,"U35,U36",詠櫻堂
1,U37,n++
1,U38,東閣小樓
1,U39,栗子牛奶
1,U40,ㄚ淳戴著綠色三角錐
1,U41,VSPOT
1,U42,巨龍棲息地
1,"U43,U44",LRLR
1,"V01,V02",ボカロ虛擬歌姬交流會
1,V03,柑橘薄荷凍
1,V04,URA BOU
1,V05,Vivace
1,V06,柒隻美洲鱷
1,"V07,V08",雙馬尾協會
1,"V09,V10",同攤不同推
1,V11,鯨魚窩
1,V12,真的畫不完
1,V13,Y是英文字母的Y
1,V14,僧多粥少
1,V15,不調了不調了😭
1,V16,把查克拉集中到手上
1,V17,Ikusen
1,V18,句點
1,V19,魍魎夜色
1,V20,aPriori
1,V21,三支音叉
1,V22,男同女同天理不容
1,V23,KAITO的狗
1,V24,男男軟體園區
1,V25,未來群像
1,V26,bbibinbing
1,V27,小白熊
1,V28,田中水草
1,"V29,V30",優格白喵
1,"V31,V32",風船猫插畫神社
1,V33,childeyes
1,V34,阿喵家
1,"V35,V36",KA_compilation
1,V37,MinuetWorks
1,V38,安安淡定
1,V39,電線桿有限公司
1,V40,西米不是米
1,W01,咦きづら怡部！
1,W02,倉鼠補習蛋糕店(暫)
1,W03,猿田彦的鼻子
1,W04,GAC
1,"W05,W06",74 PrODUCTION
1,W07,悠紗
1,W08,記憶中的記事本
1,"W09,W10",桃京武戯夜
1,W11,須彌芥子
1,W12,趕鴿子上架(仮)
1,W13,淡江大學偶像大師同好會
1,W14,1111事務所海線辦事處
1,W15,ML台灣外景事務局
1,W16,jyouka
1,W17,口口鳥工作室
1,W18,奇異鳥巡迴演唱會
1,W19,P星帶月
1,W20,我要看警察組Sexy★Guilty啊
1,W21,炉研所
1,W22,極月學園偶像大師同好會
1,W23,甜品製造所
1,W24,阿廣同好會
1,"W25,W26",我朋友沒朋友
1,"W27,W28",學P又扛了冬C！
1,W29,貞尼鹹粥
1,"W30,W31",海豹柑柑Mikan seal
1,W32,我愛吉娃娃
1,W33,普羅丟薩的P是盤子的P 2nd
1,W34,好八不間斷
1,W35,企鵝冰屋
1,W36,電梯上樓
1,"W37,W38",椰子喵咖啡屋
1,"W39,W40",REI'sROOM
1,X01,XZY in 冷凍庫
1,X02,阿喔喔咧合作社
1,X03,開天窗
1,X04,東雲之森
1,"X05,X06",直走到底
1,X07,GG++
1,X08,彩虹盤子
1,"X09,X10",yoru深夜聊天室
1,"X11,X12",青雨閣
1,X13,Little Box
1,X14,Big Wolf
1,"X15,X16",杏。Xing
1,"X17,X18",紙皮盒
1,X19,廢柴畫畫人營業中
1,X20,心靜自然廢
1,"X21,X22",風聲颯颯
1,"X23,X24",迷鹿島
1,Y01,骨頭蹦
1,Y02,Planetes Observare
1,"Y03,Y04",蒼銀之星
1,"Y05,Y06",奈櫻工坊
1,"Y07,Y08",士雷 Shirai
1,"Y09,Y10",富士繪社
1,Y11,古藤工作室 by MOMO
1,Y12,YUI優伊
1,"Y13,Y14",下空少女
1,Y15,古比Gubi
1,Y16,阿嵐章魚繪圖手作舖
1,Y17,伊那爾栖的微笑
1,Y18,墨水浴缸
1,"Y19,Y20",Bubble Wave
1,Y21,共聚物精靈
1,Y22,常勝冠軍為你嗯吶
1,"Y23,Y24",月貓創意
1,Z01,梨日子圖文
1,Z02,弗雷曼反應
1,Z03,貓咪的嘎吱窩
1,Z04,醫生說保羅沃克於是媽媽轉身向山裡走去
1,Z05,嬰兒站在停屍間問醫生是保爸爸還是保媽媽
1,Z06,coolcoolburger
1,Z07,亂中有序
1,Z08,天行者工作室
1,"Z09,Z10",格爾迪恩的芙拉爾
1,"Z11,Z12",ゴ電参デ
1,"Z13,Z14",taimini棉花娃衣
1,Z15,AM0:00
1,Z16,蜂蜜奶油
1,Z17,宇宙觀察小隊
1,Z18,穿毛衣的狗
1,Z19,午夜星辰
1,Z20,三分糖‧手作中
1,"Z21,Z22",迷你小啾的手創窩
1,Z23,給孩紙穿上衣服帽子
1,Z24,貓晏的小舖
1,Z25,絨毛點
1,Z26,雨狐雜貨
1,Z27,夜未央手作坊
1,Z28,龍伯爵的下午茶
1,Z29,一月一日委託行
1,Z30,涵金手作
1,Z31,菫色之庭
1,Z32,宿原僎個人
1,"Z33,Z34",老雁小坊
1,Z35,滾滾姨媽手作
1,Z36,水母阿嬤手作
1,"Z37,Z38",狐陶木手捏陶 Hutaomu clay
1,"Z39,Z40",My Garden我的庭園(毛毛氈創作坊)
1,"Z41,Z42",木回木 horohoro
1,"Z43,Z44",信作坊
1,Z45,花樁屋
1,Z46,布斯圖原創IP福狗波波威信
1,"Z47,Z48",遇見幸福手創館Met Happiness
