BOOTH_ACTIVE_DAY,BOOTH_LIST,GROUP_NAME
1,"M23,M24",喵燐堂TOHOORIN
1,"M25,M26",塗鴉星狐窩
1,M27,Ya喵子的貓窩
1,M28,雷光刻幻
1,M29,52Hz
1,M30,本攤主打一個隨便
1,M31,醫生的白老鼠
1,M32,終於趕上截稿日
1,M33,下空社
1,M34,柏斯X南門
1,M35,Karen
1,M36,有害蕈類集會所
1,"M37,M38",irodori comics
1,"M39,M40",Hashira十四
1,"M41,M42",仙界大濕快樂攤
1,M43,ざしきねこ
1,M44,世界樹圖書館
1,"M45,M46",鉛筆盒
1,"M47,M48",超斬開
1,"N01,N02",Yuki Azuma Imomuya – Singleton
1,N03,河狸Biba
1,N04,Takashie
1,"N05,N06",杏。Xing
1,N07,水蚤工作室
1,N08,微塵事務所
1,"N09,N10",特雷普新寶島
1,N11,犬蜀Ray
1,N12,無限荒野
1,"N13,N14",Hosto
1,N15,青雨閣
1,N16,雁羽之季
1,"N17,N18",待援生活
1,N19,吉喵熊熊
1,N20,貓罐販售所
1,N21,NABI0 ⊹ 蝶呤
1,N22,Vbe’s人設工坊
1,"N23,N24",PenguinNoaQ
1,N25,Lycoris Garden
1,N26,萌妹子前線
1,N27,英國酒狐
1,N28,UNLOLI
1,N29,bbibinbing
1,N30,VSPOT
1,"N31,N32",歸宅本部
1,N33,Jasonz Artwork
1,N35,月魚小屋
1,N36,十年一件_A君
1,"N37,N38",烯醇ENOL
1,"N39,N40",花屋 La fleur
1,"N41,N42",雪屋 La fleur
1,"N43,N44",毛毛創森坊
1,N45,盛櫻之汀
1,N46,三線鼠工作室
1,"N47,N48",Bubble Wave
1,"O01,O02",朵莉 Tori
1,"O03,O04",腿氏企業
1,"O05,O06",｜紫絃 ✤ SHIZURU｜
1,"O07,O08",小漾樣x漾樣子
1,"O09,O10",黎黎寧寧
1,"O11,O12",Roroki & Munoko
1,O13,彩月工房
1,O14,毒自升級
1,"O15,O16",菈小菈本人
1,"O17,O18",米浮做功德
1,"O19,O20",KUMAx石見三也
1,"O21,O22",星喵Aastaneko
1,"O23,O24",凜花Annie Meow
1,"O25,O26",玄子株式會社
1,O27,千島Chishima
1,O28,緹亞 Restia
1,"O29,O30",熊小七
1,"O31,O32",幽靈胖胖合作社
1,"O33,O34",☆由奈生蛋快樂☆
1,"O35,O36",ゆうな ❥❥阿奈 Yuuna.
1,"O37,O38",菌菌&檸檬奈
1,"O39,O40",咖啡 cosplay
1,"O41,O42",2025結Yui《成果發表會》
1,O43,N’s Cosplay
1,O44,萌呆系少女小桃寶
1,"O45,O46",光Guang Cosplay
1,"O47,O48",凌晨四你老沐
1,"P01,P02",DenKa
1,"P03,P04",妤叔yusu
1,"P05,P06",みゆき·Miyuki
1,"P07,P08",喵喵
1,P09,穗Suii
1,P10,鬼瞳(Oni Hitomi)
1,"P11,P12",Kadorin Hitomi Cosplay
1,"P13,P14",小律Ritsu與鵝子家長會
1,"P15,P16",感覺瞬間
1,"P17,P18",K的3次方
1,"P19,P20",楊衣．Yangyi
1,"P21,P22",牛牛Niu
1,"P23,P24",小空Sora
1,"P25,P26",Tsuru鶴葵
1,"P27,P28",Sum sum Denka
1,"P29,P30",MIYANA咪呀
1,"P31,P32",小楠阿嬤
1,"P33,P34",寂靜不安靜
1,"P35,P36",よみお姫様_Yomi
1,"P37,P38",我4亞羅
1,P39,氣球貓影像工作室
1,P40,賣本本賺錢養虎
1,P41,Shi Do TW cosplayer
1,P42,小小小萌雪
1,P43,貓草DAMA
1,P44,Kazeki風希
1,"P45,P46",Luoying
1,"P47,P48",Tee子啦
1,"Q01,Q02",DREAM.Project➤JooA
1,"Q03,Q04",DREAM.Project➤Shimo
1,"Q05,Q06",子子Smily
1,"Q07,Q08",願願Cosplay
1,"Q09,Q10",TENxYAU姊妹丼
1,"Q11,Q12",喵咪喵喵叫
1,"Q13,Q14",七七乳加巧克力
1,"Q15,Q16",衍黛的家
1,"Q17,Q18",傑糯米工作室
1,"Q19,Q20",Tiffany小豬舍
1,Q21,佚泆
1,Q22,月宮櫻Tsukimiya Sakura
1,"Q23,Q24",Hatori Sama
1,"Q25,Q26",♡可凡kofan0331
1,"Q27,Q28",七七小姐_Miss Seven
1,"Q29,Q30",包子xManjiu
1,Q31,容子
1,Q32,小羊/풍신 Kohitsuji_Pungsin
1,Q33,瑞紗Coresa
1,Q34,音符ONPU
1,Q35,米米Mimi
1,Q36,KinaKina
1,Q37,Shiori cosplay
1,Q38,小冷leng
1,"Q39,Q40",樂褆超可愛
1,"Q41,Q42",哺哺鼻鼻蓓蓓
1,"Q43,Q44",塔可喵喵教
1,"Q45,Q46",慕潔 Mokit
1,"Q47,Q48",Helene海琳
1,"R01,R02",大波斯菊花園
1,R03,大概是…夭謬?
1,R04,污水處理廠
1,"R05,R06",DeityMark
1,"R07,R08",實體化技師團-次元突破計畫
1,"R09,R10",格裏芬故事屋
1,R11,粗線條の工房
1,R12,紙皮盒paper @BOX
1,R13,燒焦平底鍋
1,R14,零星集市（stellar zero market）
1,"R15,R16",好社
1,"R17,R18",松果社
1,R19,粉色蒂國
1,R20,愛過橘毛陣線
1,R21,岸間晴乃のイラストテンジ
1,R22,春の屋
1,R23,一個小路人
1,R24,HOLO’S GARDEN
1,"R25,R26",TSA studio
1,"R27,R28",彩魚七海チャンネル
1,"R29,R30",米克斯MIX
1,R31,緣流
1,R32,莉米糖
1,"R33,R34",慕晴茶館
1,R35,避幽居
1,R36,颶風攪拌機
1,"R37,R38",芭嘎nono阿芭芭♕
1,"R39,R40",阿默的成品發表
1,"R41,R42",萌夜茶会
1,"R43,R44",大江戶外萌
1,"R45,R46",富士繪社
1,"R47,R48",士雷
1,"S01,S02",紅音色
1,"S03,S04",Bygin
1,S05,儒宅 Ruzhai
1,S06,Kouchiku卡卡
1,S07,Esther
1,S08,咬一口鯰魚
1,"S09,S10",山羊怕怕沒有股份還沒成立公司
1,S11,蜥蠵創作
1,S12,葛西的腐敗西瓜園
1,"S13,S14",命由工作室
1,S15,蓬萊賦形所
1,S16,星之軒
1,"S17,S18",二色幽紫蝶
1,S19,赤坂砂糖的加護病房
1,S20,奶油醬油美食街
1,"S21,S22",Waifubait
1,"S23,S24",Limnos利姆諾斯
1,"S25,S26",赤森守藝一公克
1,"S27,S28",烏鴉窩
1,"S29,S30",GothiCraftI
1,S31,Dice Knight
1,S32,XD小廢物莊園
1,"S33,S34",Noah’s Crate Studio
1,"S35,S36",大腹工作室
1,S37,胖友烘焙坊 Chubby Bakery
1,S38,小怪獸販賣所
1,"S39,S40",臨時工作室
1,S41,歐巴文創有限公司
1,S42,petpark studio
1,"S43,S44",瘟疫茉莉
1,"S45,S46",HAGI_art
1,"S47,S48",Monster Build
1,"T01,T02",COPYDOG
1,"T03,T04",大葉多媒體
1,"T05,T06",臺灣動漫模型產學協會
1,"T07,T08,T09,T10",太乙TOYSCOMIC
1,T11,NONO
1,T12,JerryKu
1,T13,Plague0000
1,T14,edward.j
1,"T15,T16",東南創設111
1,"T17,T18",ZFUNKY
1,"T19,T20",灰島工作室
1,"T21,T22",玩藝空間
1,"T23,T24",KH MODEL STUDIO
1,"T25,T26",角落工作室
1,"T27,T28",RÜI TOY
1,"T29,T30",青年奇蹟工作室
1,T31,Dark-yard.studio
1,T32,Evilwaystudio
1,"T33,T34",方摯工作室
1,"T35,T36",Kaja X Woosah
1,T37,星星糖
1,T38,DOLLMEET
1,T39,Ross3D studio
1,T40,Ninishou Workshop
1,"T41,T42",異星玩具
1,"T43,T44",ToyPalace
1,"T45,T46",叁拾伍克
1,"T47,T48",冠英工作室
1,"U01,U02,U03,U04",夢工廠模型公仔工作室
1,U05,彫民創藝
1,U06,沒川狼雨-屍體收藏閣
1,"U07,U08,U09,U10",R-one studio
1,"U11,U12,U13,U14",Marvix.F Model Studio
1,"U15,U16,U17,U18",箱龜盒子
1,"U19,U20",Midnight Assembly
1,"U21,U22",虛無主義
1,"U23,U24",劍魚二號
1,"U25,U26",JU SHEN TOY
1,"U27,U28",模型幻想
1,"U29,U30",蟹佬模研漆藝所
1,U31,阿文工作坊
1,U32,茵鷹喵．貓本部工作室
1,"U33,U34",卡卡修的鍊金工房
1,"U35,U36",泉源stuido
1,U37,易爛
1,U38,白色木馬號工作室
1,"U40,U39",德國MOZART大紅刀
1,"U41,U42",TANgent
1,"U43,U44,U45,U46",模型DNA
1,"U47,U48",秋葉原模型手作坊
1,"V01,V02",Ah-Wei
1,V03,破布子
1,V04,紙想做
1,"V05,V06",青蒔紙本
1,"V07,V08",色繪團結工聯
1,V09,洗筆洗到咖啡杯
1,V10,芄妹的美食小世界
1,"V11,V12",DavBan’s Miniatures
1,"V13,V14",庫巴銀行BJD
1,V15,June.Ho_sculpt
1,V16,墨紅部屋
1,V17,營養口糧兵工廠
1,V18,柚子工房
1,"V19,V20",TwelveStudios
1,"V21,V22",G&K modeling
1,"V23,V24",Mac Studio
1,"V25,V26",小人物文創有限公司
1,"V27,V28",猫の手も借りたい
1,"V29,V30",S.D.U.62
1,"V31,V32",被世界遺忘X火腿泡芙
1,"V33,V34",SARYN BOX
1,"V35,V36",conscious8th
1,"V37,V38",某王城模型工作室
1,"V39,V40,V41",MTS軍模館
1,V42,咲笑工作室
1,"V43,V44",重兵裝製研所
1,"V45,V46",平行世界工坊
1,V47,天靛金屬
1,V48,World of Tanks Collection
1,"W01,W02",三色坊
1,"W03,W04",助客勃
1,"W05,W06",OriginZero
1,"W07,W08",餓小璇Miu
1,W09,姚楠樹上長秋奎
1,W10,Chian’s artwork
1,W11,狐狸的尾巴
1,W12,你也是舞台少女？
1,"W13,W14",星花火
1,W15,蟲蟲商號
1,W16,LQ7 – 愛音與爽世的一切
1,W17,K醬ㄉ攤
1,W18,地方的哭逼有了繪版
1,"W19,W20",規尬的地下競馬場
1,"W21,W22",洋食小貓
1,"W23,W24",REI’s ROOM
1,"W25,W26",稻禾工作室
1,W27,延畢牲遊戲研究所
1,W28,仿機誌
1,"W29,W30",月貓創意
1,"W31,W32",正經同人
1,"W33,W34",Atelier Kingyo(金魚工房)
1,W35,麒麟的快樂繪圖之家
1,W36,作業系統
1,"W37,W38",愛肉通販
1,"W39,W40",蒼銀之星
1,"W41,W42",箱庭交響曲
2,A01,超級同人大戰
2,A02,自豪人生
2,"A03,A04",女巫之骰
2,A05,溜咕研究室
2,A06,風橙實驗室
2,"A07,A08",Bedtime Story 被談聲聆
2,A09,小垃圾集中營
2,A10,小莖靈 Little Penny
2,"A11,A12",奇幻之門工作室
2,"A13,A14",藍胖肥龍
2,A15,1職玩
2,A16,奇異狗冰沙
2,"A17,A18",皮鵲-Picture
2,"A19,A20",哥布林村長
2,"A21,A22",惡鳥禽流感
2,"A23,A24",雪之饗
2,"A25,A26",產地直送
2,A27,蘿蔔兔Too
2,A28,塗鴉仙人掌
2,A29,SCIFASAURUS(海穹文化)
2,A30,熬夜慣犯
2,A31,向日葵茄子
2,A32,fu富
2,"A33,A34",羊駝怪人
2,A35,艾爾先生
2,A36,ACG動漫迷的秘密會社
2,"A37,A38",左岸咩咩館
2,A39,寒武紀化石
2,A40,Uniautomata Studio
2,"A41,A42",LSS的機械陣地
2,"A43,A44",景美仙姬巖
2,B01,閒咖亭
2,B02,安全渡夏
2,"B03,B04",毛毛精靈與牠們的喵喵迷因
2,"B05,B06",凝 標本藝術工作室
2,"B07,B08",旋鳥
2,B09,新夭 Brainholesky
2,B10,賽路伊斯-七曜個人
2,B11,覓土陶藝
2,B12,似個晴天
2,"B13,B14",ZEPP 超小普
2,"B15,B16",包子部屋
2,B17,俺企鵝
2,B18,大磨界+GIOstudio
2,"B19,B20",格爾迪恩的芙拉爾
2,B21,紅凱塵伊えり- 個人創作
2,B22,CATPOT
2,"B23,B24",老雁小坊
2,B25,專業坑CP
2,B26,克特小舖
2,"B27,B28",異私特
2,"B29,B30",狸奴小築
2,"B31,B32",+喵耳園魔法道具屋+
2,B33,手創館
2,B34,茉紡工作坊
2,"B35,B36",琉璃茉莉❀∣原創設計
2,"B37,B38",熊手製造
2,B39,IMA AME今雨
2,B40,Ghost City
2,B41,鼻子過敏ㄉ貓
2,B42,謎謎蔘的雜貨舖
2,"B43,B44",日落之旅藥水舖
2,"C01,C02",特製隊 & Hsun Craft Studio
2,"C03,C04",Monster Hero
2,C05,Breed Bed Works
2,C06,AX Digital Art
2,"C07,C08",手玩味模型工作室
2,C09,怪獸箱_monsterbox
2,C10,J個怪獸模型公仔工作室
2,"C11,C12",Neiba Design
2,"C13,C14",擬現工坊
2,"C15,C16",膠愛模型工作室
2,"C17,C18",有貓氏陶
2,"C19,C20",R-Ben Studio
2,"C21,C22",盧楓山工作室
2,"C23,C24",怪誕肉牛、呼嚕呼嚕溫蒂
2,"C25,C26",Yumi_Funland
2,"C27,C28",咕咚咕嚕社務所
2,C29,酷拉拉
2,"C30,C31,C32",礦石靈獸
2,C33,ERODANGO
2,C34,比例王模型設計工作室
2,C35,R匠工房
2,C36,UZ STUDIO
2,"C37,C38",melocore
2,C39,東西像工作室
2,C40,天然紀念物 生物製作工作室
2,"C41,C42",奇獸國度
2,"C43,C44",廷a理工御宅 & Mr.BradeHu
2,M01,EWAI
2,M02,鳩DEVIL部
2,"M03,M04",達p塗鴉牆
2,"M05,M06",奈櫻工坊
2,"M07,M08",龜龜kame
2,M09,RIN
2,M10,如月與黑澤With一夜
2,M11,烏冬傳說
2,M12,74 Production
2,"M13,M14",八百萬堂
2,M15,やまぐちぷりんと
2,M16,ＵＲＡＮ-ＦＡＣＴＯＲＹ
2,"M17,M18",ＳＨＩＮＩＮＧ
2,M19,pikaneko
2,M20,骨頭蹦
2,M21,羊亞科
2,M22,貓咪豆腐店
2,"M23,M24",喵燐堂TOHOORIN
2,"M25,M26",塗鴉星狐窩
2,M27,Ya喵子的貓窩
2,M28,雷光刻幻
2,M29,52Hz
2,M30,本攤主打一個隨便
2,M31,醫生的白老鼠
2,M32,終於趕上截稿日
2,M33,下空社
2,M34,柏斯X南門
2,M35,Karen
2,M36,有害蕈類集會所
2,"M37,M38",irodori comics
2,"M39,M40",Hashira十四
2,"M41,M42",仙界大濕快樂攤
2,M43,ざしきねこ
2,M44,世界樹圖書館
2,"M45,M46",鉛筆盒
2,"M47,M48",超斬開
2,"N01,N02",Yuki Azuma Imomuya – Singleton
2,N03,河狸Biba
2,N04,Takashie
2,"N05,N06",杏。Xing
2,N07,水蚤工作室
2,N08,微塵事務所
2,"N09,N10",特雷普新寶島
2,N11,犬蜀Ray
2,N12,無限荒野
2,"N13,N14",Hosto
2,N15,青雨閣
2,N16,雁羽之季
2,"N17,N18",待援生活
2,N19,吉喵熊熊
2,N20,貓罐販售所
2,N21,NABI0 ⊹ 蝶呤
2,N22,Vbe’s人設工坊
2,"N23,N24",PenguinNoaQ
2,"N25,N26",尼腓工作室
2,N27,Lycoris Garden
2,N28,草莓聖代
2,N29,bbibinbing
2,N30,VSPOT
2,"N31,N32",歸宅本部
2,N33,Jasonz Artwork
2,N35,月魚小屋
2,N36,十年一件_A君
2,"N37,N38",烯醇ENOL
2,"N39,N40",花屋 La fleur
2,"N41,N42",雪屋 La fleur
2,"N43,N44",毛毛創森坊
2,N45,盛櫻之汀
2,N46,三線鼠工作室
2,"N47,N48",Bubble Wave
2,"O01,O02",朵莉 Tori
2,"O03,O04",腿氏企業
2,"O05,O06",｜紫絃 ✤ SHIZURU｜
2,"O07,O08",小漾樣x漾樣子
2,"O09,O10",黎黎寧寧
2,"O11,O12",Roroki & Munoko
2,O13,彩月工房
2,O14,小希Akiii
2,"O15,O16",菈小菈本人
2,"O17,O18",米浮做功德
2,"O19,O20",KUMAx石見三也
2,"O21,O22",星喵Aastaneko
2,"O23,O24",凜花Annie Meow
2,"O25,O26",玄子株式會社
2,O27,千島Chishima
2,O28,緹亞 Restia
2,"O29,O30",熊小七
2,"O31,O32",幽靈胖胖合作社
2,"O33,O34",☆由奈生蛋快樂☆
2,"O35,O36",ゆうな ❥❥阿奈 Yuuna.
2,"O37,O38",菌菌&檸檬奈
2,"O39,O40",咖啡 cosplay
2,"O41,O42",2025結Yui《成果發表會》
2,"O43,O44",Linnnng 伶伶
2,"O45,O46",光Guang Cosplay
2,"O47,O48",凌晨四你老沐
2,"P01,P02",DenKa
2,"P03,P04",妤叔yusu
2,"P05,P06",みゆき·Miyuki
2,"P07,P08",喵喵
2,P09,穗Suii
2,P10,鬼瞳(Oni Hitomi)
2,"P11,P12",Kadorin Hitomi Cosplay
2,"P13,P14",小律Ritsu與鵝子家長會
2,"P15,P16",感覺瞬間
2,"P17,P18",K的3次方
2,"P19,P20",楊衣．Yangyi
2,"P21,P22",牛牛Niu
2,"P23,P24",小空Sora
2,"P25,P26",Tsuru鶴葵
2,"P27,P28",Sum sum Denka
2,"P29,P30",MIYANA咪呀
2,"P31,P32",小楠阿嬤
2,"P33,P34",寂靜不安靜
2,"P35,P36",よみお姫様_Yomi
2,"P37,P38",咦きづら怡部！
2,P39,氣球貓影像工作室
2,P40,賣本本賺錢養虎
2,P41,Shi Do TW cosplayer
2,P42,小小小萌雪
2,P43,貓草DAMA
2,P44,Kazeki風希
2,"P45,P46",Luoying
2,"P47,P48",Tee子啦
2,"Q01,Q02",DREAM.Project➤JooA
2,"Q03,Q04",DREAM.Project➤Shimo
2,"Q05,Q06",子子Smily
2,"Q07,Q08",⟡汪汪 Won Cosplay⟡
2,"Q09,Q10",TENxYAU姊妹丼
2,"Q11,Q12",喵咪喵喵叫
2,"Q13,Q14",七七乳加巧克力
2,"Q15,Q16",衍黛的家
2,"Q17,Q18",傑糯米工作室
2,"Q19,Q20",Tiffany小豬舍
2,Q21,佚泆
2,Q22,月宮櫻Tsukimiya Sakura
2,"Q23,Q24",Hatori Sama
2,"Q25,Q26",♡可凡kofan0331
2,Q27,紫玥桃sakuramomo
2,Q28,桂優 Katsurayu
2,"Q29,Q30",包子xManjiu
2,Q31,容子
2,Q32,小羊/풍신 Kohitsuji_Pungsin
2,Q33,瑞紗Coresa
2,Q34,音符ONPU
2,Q35,米米Mimi
2,Q36,KinaKina
2,Q37,Shiori cosplay
2,Q38,小冷leng
2,"Q39,Q40",樂褆超可愛
2,"Q41,Q42",哺哺鼻鼻蓓蓓
2,"Q43,Q44",塔可喵喵教
2,"Q45,Q46",慕潔 Mokit
2,"Q47,Q48",Helene海琳
2,"R01,R02",大波斯菊花園
2,R03,大概是…夭謬?
2,R04,污水處理廠
2,"R05,R06",DeityMark
2,"R07,R08",實體化技師團-次元突破計畫
2,"R09,R10",格裏芬故事屋
2,R11,粗線條の工房
2,R12,紙皮盒paper @BOX
2,R13,燒焦平底鍋
2,R14,零星集市（stellar zero market）
2,"R15,R16",好社
2,"R17,R18",松果社
2,R19,粉色蒂國
2,R20,愛過橘毛陣線
2,"R21,R22",N.D.S.L.
2,R23,然後她就lost掉了
2,R24,HOLO’S GARDEN
2,"R25,R26",TSA studio
2,"R27,R28",彩魚七海チャンネル
2,"R29,R30",米克斯MIX
2,R31,緣流
2,R32,來日方糖
2,"R33,R34",慕晴茶館
2,R35,避幽居
2,R36,颶風攪拌機
2,"R37,R38",芭嘎nono阿芭芭♕
2,"R39,R40",阿默的成品發表
2,"R41,R42",萌夜茶会
2,"R43,R44",大江戶外萌
2,"R45,R46",富士繪社
2,"R47,R48",士雷
2,"S13,S14",命由工作室
2,S15,蓬萊賦形所
2,S16,星之軒
2,"S17,S18",LAAA Gallery
2,S19,赤坂砂糖的加護病房
2,S20,奶油醬油美食街
2,"S21,S22",Waifubait
2,"S23,S24",Limnos利姆諾斯
2,"S25,S26",赤森守藝一公克
2,"S27,S28",烏鴉窩
2,"S29,S30",GothiCraftI
2,S31,Dice Knight
2,S32,XD小廢物莊園
2,"S33,S34",Noah’s Crate Studio
2,"S35,S36",大腹工作室
2,"T01,T02",COPYDOG
2,"T03,T04",大葉多媒體
2,"T05,T06",臺灣動漫模型產學協會
2,"T07,T08,T09,T10",太乙TOYSCOMIC
2,T11,NONO
2,T12,JerryKu
2,T13,Plague0000
2,T14,edward.j
2,"T15,T16",東南創設111
2,"T17,T18",ZFUNKY
2,"T19,T20",灰島工作室
2,"T21,T22",玩藝空間
2,"T23,T24",KH MODEL STUDIO
2,"T25,T26",角落工作室
2,"T27,T28",RÜI TOY
2,"T29,T30",青年奇蹟工作室
2,T31,Dark-yard.studio
2,T32,Evilwaystudio
2,"T33,T34",方摯工作室
2,"T35,T36",Kaja X Woosah
2,T37,星星糖
2,T38,DOLLMEET
2,T39,Ross3D studio
2,T40,Ninishou Workshop
2,"T41,T42",異星玩具
2,"T43,T44",ToyPalace
2,"T45,T46",叁拾伍克
2,"T47,T48",冠英工作室
2,"U01,U02,U03,U04",夢工廠模型公仔工作室
2,U05,彫民創藝
2,U06,沒川狼雨-屍體收藏閣
2,"U07,U08,U09,U10",R-one studio
2,"U11,U12,U13,U14",Marvix.F Model Studio
2,"U15,U16,U17,U18",箱龜盒子
2,"U19,U20",Midnight Assembly
2,"U21,U22",虛無主義
2,"U23,U24",劍魚二號
2,"U25,U26",JU SHEN TOY
2,"U27,U28",模型幻想
2,U29,蟹佬模研漆藝所
2,U31,阿文工作坊
2,U32,茵鷹喵．貓本部工作室
2,"U33,U34",卡卡修的鍊金工房
2,"U35,U36",泉源stuido
2,U37,易爛
2,U38,白色木馬號工作室
2,"U40,U39",德國MOZART大紅刀
2,"U41,U42",TANgent
2,"U43,U44,U45,U46",模型DNA
2,"U47,U48",秋葉原模型手作坊
2,"V01,V02",Ah-Wei
2,V03,破布子
2,V04,不貞寢體 臺北辦事處
2,"V05,V06",青蒔紙本
2,"V07,V08",色繪團結工聯
2,V09,洗筆洗到咖啡杯
2,V10,芄妹的美食小世界
2,"V11,V12",DavBan’s Miniatures
2,V13,休日工房く
2,V14,諾瓦的手作巫
2,V15,June.Ho_sculpt
2,V16,墨紅部屋
2,V17,營養口糧兵工廠
2,V18,柚子工房
2,"V19,V20",TwelveStudios
2,"V21,V22",G&K modeling
2,"V23,V24",Mac Studio
2,"V25,V26",小人物文創有限公司
2,"V27,V28",猫の手も借りたい
2,"V29,V30",S.D.U.62
2,"V31,V32,V33,V34",魔星工作室
2,"V35,V36",conscious8th
2,"V37,V38",某王城模型工作室
2,"V39,V40,V41",MTS軍模館
2,V42,咲笑工作室
2,"V43,V44",重兵裝製研所
2,"V45,V46",平行世界工坊
2,V47,天靛金屬
2,V48,初物本藝所
2,"W01,W02",三色坊
2,"W03,W04",助客勃
2,W05,魚日不是魚目
2,W06,天無絕人之路
2,"W07,W08",餓小璇Miu
2,W09,姚楠樹上長秋奎
2,W10,Chian’s artwork
2,W11,UNLOLI
2,W12,萌妹子前線
2,"W13,W14",星花火
2,W15,蟲蟲商號
2,W16,LQ7 – 愛音與爽世的一切
2,W17,K醬ㄉ攤
2,W18,穗茉
2,"W19,W20",規尬的地下競馬場
2,"W21,W22",洋食小貓
2,"W23,W24",REI’s ROOM
2,"W25,W26",稻禾工作室
2,W27,延畢牲遊戲研究所
2,W28,仿機誌
2,"W29,W30",月貓創意
2,"W31,W32",正經同人
2,"W33,W34",Atelier Kingyo(金魚工房)
2,W35,麒麟的快樂繪圖之家
2,W36,作業系統
2,"W37,W38",愛肉通販
2,"W39,W40",蒼銀之星
2,"W41,W42",箱庭交響曲
